ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
23342,180,71.7,147,21.72,6.67,1.1,0.0,0.0,0.0,14.0,2.49,12.0,212.0,285.0,44.0,3.22,0.063,0.007,20.2,0.0,0.053,0.313,4.717,0.362,0.609,3.0,0.0,3.0,3.0,3.48,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,2.0,2.363,2.578,0.454,61.0,85.0,4,1.0,75.25762370261603,0
23343,181,71.3,150,21.57,7.1,1.1,0.0,0.0,0.0,14.0,2.53,12.0,209.0,280.0,44.0,3.22,0.061,0.007,19.3,0.0,0.05,0.302,4.473,0.359,0.603,3.0,0.0,3.0,3.0,3.36,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,2.0,2.548,2.813,0.485,60.0,85.0,4,1.0,75.15746857246731,0
23344,182,72.31,142,21.95,6.02,1.09,0.0,0.0,0.0,14.0,2.47,12.0,219.0,295.0,42.0,3.33,0.067,0.008,21.3,0.0,0.057,0.33,5.082,0.377,0.616,4.0,0.0,4.0,4.0,3.67,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,2.0,2.087,2.224,0.407,62.0,85.0,4,1.0,75.41363627539396,0
23345,187,64.35,183,27.31,8.14,1.24,0.0,0.0,0.0,13.0,3.2,18.0,254.0,346.0,56.0,4.16,0.091,0.009,24.9,0.0,0.061,0.391,5.556,0.353,0.681,7.0,0.0,7.0,7.0,4.06,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.245,3.55,0.59,84.0,85.0,4,1.0,76.93546479922205,0
23346,171,63.7,188,27.26,8.82,1.24,0.0,0.0,0.0,14.0,3.24,18.0,252.0,347.0,56.0,4.42,0.086,0.009,24.6,0.0,0.059,0.388,5.438,0.333,0.691,7.0,0.0,7.0,7.0,3.98,19.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,3.0,3.533,3.937,0.617,82.0,85.0,4,1.0,76.84510457607465,0
23348,363,64.56,160,29.9,4.49,1.24,0.0,0.0,0.0,16.0,2.88,15.0,270.0,384.0,67.0,4.54,0.059,0.005,27.2,0.0,0.078,0.289,7.929,0.44,0.779,5.0,0.0,5.0,5.0,2.02,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.671,1.918,0.301,77.0,85.0,4,0.0,78.25927736529354,0
23349,353,63.99,163,30.08,4.79,1.21,0.0,0.0,0.0,16.0,2.9,15.0,271.0,378.0,69.0,4.63,0.059,0.005,26.9,0.0,0.078,0.278,8.178,0.43,0.787,5.0,0.0,5.0,5.0,2.04,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.837,2.158,0.312,76.0,85.0,4,0.0,78.27710233118786,0
23350,355,65.14,157,30.97,3.72,1.27,0.0,0.0,0.0,17.0,2.88,15.0,269.0,387.0,67.0,4.34,0.058,0.003,27.8,0.0,0.078,0.306,7.555,0.455,0.768,5.0,0.0,5.0,5.0,2.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1.0,1.421,1.558,0.285,78.0,85.0,4,0.0,78.70137181643462,0
23351,323,65.06,159,29.66,4.47,1.22,0.0,0.0,0.0,17.0,1.88,15.0,286.0,411.0,68.0,4.41,0.055,0.002,29.1,0.0,0.082,0.238,8.682,0.459,0.832,5.0,0.0,5.0,5.0,2.38,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.0,1.669,1.935,0.326,78.0,85.0,4,0.0,78.17156441430868,0
23352,300,64.5,163,29.79,4.83,1.21,0.0,0.0,0.0,17.0,1.91,16.0,286.0,419.0,67.0,4.43,0.063,0.001,29.4,0.0,0.082,0.237,8.797,0.449,0.837,5.0,0.0,5.0,5.0,2.18,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.744,2.059,0.346,76.0,85.0,4,0.0,78.20289046823184,0
23353,322,65.92,154,29.47,3.98,1.22,0.0,0.0,0.0,16.0,1.78,15.0,287.0,402.0,65.0,4.36,0.046,0.002,28.7,0.0,0.082,0.239,8.509,0.475,0.824,5.0,0.0,5.0,5.0,2.67,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.557,1.748,0.296,81.0,85.0,4,0.0,78.13414963441171,0
23354,367,72.96,121,23.59,2.94,1.12,0.0,0.0,0.0,13.0,2.34,12.0,220.0,313.0,54.0,3.7,0.048,0.004,22.2,0.0,0.064,0.236,6.462,0.358,0.635,4.0,0.0,4.0,4.0,1.64,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.0,1.12,1.292,0.223,62.0,85.0,4,1.0,76.2273194957476,0
23355,368,72.66,124,23.59,3.26,1.12,0.0,0.0,0.0,13.0,2.35,12.0,221.0,309.0,56.0,3.78,0.048,0.004,21.9,0.0,0.064,0.227,6.667,0.35,0.641,4.0,0.0,4.0,4.0,1.66,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.253,1.484,0.232,61.0,85.0,4,1.0,76.19034592787771,0
23356,369,73.4,116,23.59,2.45,1.12,0.0,0.0,0.0,13.0,2.34,12.0,220.0,316.0,55.0,3.54,0.047,0.003,22.7,0.0,0.064,0.25,6.155,0.37,0.626,4.0,0.0,4.0,4.0,1.63,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.0,0.92,1.003,0.21,63.0,85.0,4,2.0,76.27673524278133,0
23357,358,72.96,121,23.59,2.94,1.12,0.0,0.0,0.0,13.0,2.34,12.0,220.0,313.0,54.0,3.7,0.048,0.004,22.2,0.0,0.064,0.236,6.462,0.358,0.635,4.0,0.0,4.0,4.0,1.64,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.0,1.12,1.292,0.223,62.0,85.0,4,2.0,76.2273194957476,0
23358,360,72.66,124,23.59,3.26,1.12,0.0,0.0,0.0,13.0,2.35,12.0,221.0,309.0,56.0,3.78,0.048,0.004,21.9,0.0,0.064,0.227,6.667,0.35,0.641,4.0,0.0,4.0,4.0,1.66,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.253,1.484,0.232,61.0,85.0,4,2.0,76.19034592787771,0
23359,362,73.4,116,23.59,2.45,1.12,0.0,0.0,0.0,13.0,2.34,12.0,220.0,316.0,55.0,3.54,0.047,0.003,22.7,0.0,0.064,0.25,6.155,0.37,0.626,4.0,0.0,4.0,4.0,1.63,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.0,0.92,1.003,0.21,63.0,85.0,4,2.0,76.27673524278133,0
23360,308,73.43,121,23.37,3.04,1.1,0.0,0.0,0.0,13.0,1.45,12.0,222.0,319.0,53.0,3.42,0.042,0.001,22.6,0.0,0.063,0.184,6.72,0.355,0.644,4.0,0.0,4.0,4.0,1.84,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.086,1.266,0.233,60.0,85.0,4,2.0,76.16396144865791,0
23361,310,73.18,124,23.35,3.38,1.1,0.0,0.0,0.0,13.0,1.47,12.0,221.0,324.0,52.0,3.43,0.049,0.001,22.8,0.0,0.063,0.183,6.81,0.354,0.648,4.0,0.0,4.0,4.0,1.68,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.0,1.137,1.353,0.248,58.0,85.0,4,2.0,76.1486955125207,0
23362,312,73.81,116,23.41,2.52,1.09,0.0,0.0,0.0,13.0,1.37,11.0,222.0,312.0,50.0,3.38,0.035,0.002,22.2,0.0,0.064,0.185,6.585,0.367,0.637,4.0,0.0,4.0,4.0,2.07,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,1.011,1.136,0.211,62.0,85.0,4,2.0,76.19969962285195,0
23363,316,73.43,121,23.37,3.04,1.1,0.0,0.0,0.0,13.0,1.45,12.0,222.0,319.0,53.0,3.42,0.042,0.001,22.6,0.0,0.063,0.184,6.72,0.355,0.644,4.0,0.0,4.0,4.0,1.84,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.086,1.266,0.233,60.0,85.0,4,2.0,76.16396144865791,0
23364,318,73.18,124,23.35,3.38,1.1,0.0,0.0,0.0,13.0,1.47,12.0,221.0,324.0,52.0,3.43,0.049,0.001,22.8,0.0,0.063,0.183,6.81,0.346,0.648,4.0,0.0,4.0,4.0,1.68,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.137,1.353,0.248,58.0,85.0,4,2.0,76.1486955125207,0
23365,320,73.81,116,23.41,2.52,1.09,0.0,0.0,0.0,13.0,1.37,11.0,222.0,312.0,50.0,3.38,0.035,0.002,22.2,0.0,0.064,0.185,6.585,0.367,0.637,4.0,0.0,4.0,4.0,2.07,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,1.011,1.136,0.211,62.0,85.0,4,2.0,76.19969962285195,0
23366,176,72.44,139,21.94,5.74,1.11,0.0,0.0,0.0,13.0,2.5,12.0,215.0,289.0,44.0,3.26,0.063,0.007,20.4,0.0,0.053,0.318,4.755,0.354,0.615,4.0,0.0,4.0,4.0,3.53,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,3.0,1.956,2.122,0.42,61.0,85.0,4,4.0,75.44302099639793,0
23367,178,72.04,143,21.78,6.16,1.11,0.0,0.0,0.0,13.0,2.55,12.0,212.0,284.0,45.0,3.27,0.062,0.007,19.5,0.0,0.053,0.307,4.508,0.351,0.61,3.0,0.0,3.0,3.0,3.4,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.0,2.123,2.338,0.45,60.0,85.0,4,4.0,75.34233641181672,0
23368,179,73.04,135,22.16,5.1,1.1,0.0,0.0,0.0,14.0,2.48,13.0,222.0,298.0,42.0,3.37,0.068,0.008,21.5,0.0,0.057,0.335,5.125,0.371,0.622,4.0,0.0,4.0,4.0,3.72,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,2.0,1.706,1.799,0.375,62.0,85.0,4,3.0,75.58862096533662,0
23369,196,70.63,143,23.07,5.67,1.02,0.0,0.0,0.0,15.0,1.84,12.0,207.0,284.0,46.0,3.72,0.044,0.002,21.5,0.0,0.056,0.211,6.742,0.372,0.578,4.0,0.0,4.0,4.0,1.78,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,2.0,2.345,2.711,0.381,60.0,85.0,4,13.0,75.73713293365407,0
23370,189,69.94,149,22.93,6.34,1.01,0.0,0.0,0.0,15.0,1.93,11.0,205.0,283.0,46.0,3.79,0.042,0.002,21.0,0.0,0.053,0.205,6.947,0.36,0.589,4.0,0.0,4.0,4.0,1.71,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.0,2.515,2.948,0.393,58.0,85.0,4,14.0,75.64624325607416,0
23371,190,71.68,135,23.3,4.66,1.04,0.0,0.0,0.0,14.0,1.73,12.0,210.0,288.0,47.0,3.64,0.045,0.002,22.0,0.0,0.06,0.22,6.435,0.39,0.563,4.0,0.0,4.0,4.0,1.88,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,2.09,2.355,0.363,62.0,85.0,4,12.0,75.8805268424573,0
23372,183,72.44,139,21.94,5.74,1.11,0.0,0.0,0.0,13.0,2.5,12.0,215.0,289.0,44.0,3.26,0.063,0.007,20.4,0.0,0.053,0.318,4.755,0.354,0.615,4.0,0.0,4.0,4.0,3.53,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,3.0,1.956,2.122,0.42,61.0,85.0,4,2.0,75.44302099639793,0
23373,184,72.04,143,21.78,6.16,1.11,0.0,0.0,0.0,13.0,2.55,12.0,212.0,284.0,45.0,3.27,0.062,0.007,19.5,0.0,0.05,0.307,4.508,0.342,0.61,3.0,0.0,3.0,3.0,3.4,33.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.0,2.123,2.338,0.45,60.0,85.0,4,2.0,75.34233641181672,0
23374,185,73.04,135,22.16,5.1,1.1,0.0,0.0,0.0,14.0,2.48,13.0,222.0,298.0,42.0,3.37,0.068,0.008,21.5,0.0,0.057,0.335,5.125,0.371,0.622,4.0,0.0,4.0,4.0,3.72,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,2.0,1.706,1.799,0.375,62.0,85.0,4,2.0,75.58862096533662,0
23375,175,64.79,177,27.51,7.49,1.25,0.0,0.0,0.0,13.0,3.22,18.0,255.0,350.0,56.0,4.19,0.091,0.009,25.1,0.0,0.069,0.395,5.586,0.459,0.686,7.0,0.0,7.0,7.0,4.09,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,3.0,2.99,3.275,0.569,84.0,85.0,4,1.0,77.07356416370024,0
23376,177,64.17,183,27.48,8.13,1.25,0.0,0.0,0.0,14.0,3.25,18.0,253.0,350.0,56.0,4.46,0.086,0.009,24.8,0.0,0.065,0.392,5.47,0.444,0.696,7.0,0.0,7.0,7.0,4.01,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,3.252,3.636,0.594,82.0,85.0,4,1.0,76.9971462406088,0
23378,357,64.96,162,30.09,3.77,1.29,0.0,0.0,0.0,16.0,2.89,15.0,272.0,387.0,67.0,4.57,0.059,0.005,27.4,0.0,0.079,0.291,7.978,0.442,0.784,5.0,0.0,5.0,5.0,2.03,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.383,1.594,0.275,77.0,85.0,4,0.0,78.40258303169136,0
23379,359,64.37,158,30.24,4.11,1.22,0.06,0.0,0.0,16.0,2.91,15.0,272.0,381.0,69.0,4.67,0.059,0.005,27.0,0.0,0.079,0.28,8.23,0.432,0.792,5.0,0.0,5.0,5.0,2.05,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.0,1.547,1.832,0.286,76.0,85.0,4,0.0,78.4103483633681,0
23380,361,65.87,150,29.81,3.37,1.26,0.0,0.0,0.0,17.0,2.89,15.0,271.0,390.0,67.0,4.37,0.059,0.004,28.0,0.0,0.079,0.309,7.599,0.457,0.772,5.0,0.0,5.0,5.0,2.01,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1.0,1.136,1.238,0.26,78.0,85.0,4,0.0,78.36737431192984,0
23381,321,65.35,155,29.85,3.9,1.27,0.0,0.0,0.0,17.0,1.88,15.0,288.0,414.0,68.0,4.44,0.055,0.002,29.3,0.0,0.082,0.239,8.727,0.461,0.836,5.0,0.0,5.0,5.0,2.38,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.0,1.41,1.644,0.302,78.0,85.0,4,0.0,78.30719299143519,0
23382,317,64.83,158,29.94,4.26,1.21,0.0,0.0,0.0,17.0,1.91,16.0,288.0,421.0,68.0,4.46,0.064,0.001,29.6,0.0,0.082,0.238,8.844,0.45,0.842,5.0,0.0,5.0,5.0,2.19,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.0,1.476,1.757,0.322,76.0,85.0,4,0.0,78.3250179573295,0
23383,319,66.2,149,29.52,3.43,1.19,0.0,0.0,0.0,16.0,1.78,15.0,289.0,405.0,65.0,4.39,0.046,0.002,28.8,0.0,0.082,0.24,8.552,0.477,0.828,5.0,0.0,5.0,5.0,2.68,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.313,1.476,0.273,81.0,85.0,4,0.0,78.2163915562607,0
23384,192,71.68,135,23.3,4.66,1.04,0.0,0.0,0.0,14.0,1.73,12.0,210.0,288.0,47.0,3.64,0.045,0.002,22.0,0.0,0.06,0.22,6.435,0.39,0.563,4.0,0.0,4.0,4.0,1.88,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,2.09,2.355,0.363,62.0,85.0,4,21.0,75.8805268424573,0
23385,191,69.94,149,22.93,6.34,1.01,0.0,0.0,0.0,15.0,1.93,11.0,205.0,283.0,46.0,3.79,0.042,0.002,21.0,0.0,0.053,0.205,6.947,0.36,0.589,4.0,0.0,4.0,4.0,1.71,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.0,2.515,2.948,0.393,58.0,85.0,4,22.0,75.64624325607416,0
23386,472,70.63,143,23.07,5.67,1.02,0.0,0.0,0.0,15.0,1.84,12.0,207.0,284.0,46.0,3.72,0.044,0.002,21.5,0.0,0.056,0.211,6.742,0.372,0.578,4.0,0.0,4.0,4.0,1.78,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,2.0,2.345,2.711,0.381,60.0,85.0,4,22.0,75.73713293365407,0
23387,166,66.35,191,21.54,11.65,0.97,0.0,0.0,0.0,15.0,1.71,11.0,191.0,258.0,45.0,3.24,0.041,0.002,20.0,0.0,0.056,0.197,5.879,0.37,0.523,3.0,0.0,3.0,3.0,1.78,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,4.0,5.202,5.826,0.636,64.0,85.0,4,7.0,74.43546921134232,0
23388,169,65.33,199,21.29,12.68,0.95,0.0,0.0,0.0,16.0,1.8,11.0,188.0,254.0,44.0,3.29,0.04,0.002,19.5,0.0,0.052,0.189,6.123,0.354,0.535,3.0,0.0,3.0,3.0,1.69,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1,4.0,5.491,6.204,0.657,62.0,85.0,4,7.0,74.27601518475312,0
23389,168,54.87,275,25.69,19.19,1.04,0.0,0.0,0.0,14.0,2.47,20.0,212.0,259.0,54.0,4.1,0.064,0.003,24.0,0.0,0.056,0.191,6.734,0.314,0.642,6.0,0.0,6.0,6.0,1.81,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,6.0,7.505,8.59,0.862,81.0,85.0,4,8.0,75.24474031142509,0
23391,167,55.99,264,26.18,17.69,1.06,0.0,0.0,0.0,14.0,2.48,20.0,216.0,265.0,52.0,4.16,0.067,0.003,24.8,0.0,0.058,0.2,6.644,0.338,0.65,6.0,0.0,6.0,6.0,1.88,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,5.0,6.925,7.883,0.813,81.0,85.0,4,8.0,75.57476690768608,0
23392,216,60.58,208,28.66,10.34,1.13,0.0,0.0,0.0,13.0,2.58,22.0,226.0,293.0,56.0,4.66,0.071,0.003,26.9,0.0,0.06,0.212,7.46,0.32,0.714,7.0,0.0,7.0,7.0,1.88,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,4.0,3.917,4.59,0.545,80.0,85.0,4,22.0,77.24113649158784,0
23393,164,62.99,184,29.67,7.26,1.17,0.0,0.0,0.0,13.0,2.61,24.0,236.0,315.0,51.0,4.83,0.07,0.004,28.7,0.0,0.066,0.235,7.11,0.39,0.728,7.0,0.0,7.0,7.0,2.09,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,3.0,2.713,3.064,0.442,80.0,85.0,4,21.0,77.92519161838337,0
23394,165,61.54,198,29.06,9.11,1.15,0.0,0.0,0.0,13.0,2.59,23.0,229.0,299.0,54.0,4.71,0.074,0.004,27.7,0.0,0.062,0.221,7.32,0.348,0.719,7.0,0.0,7.0,7.0,1.96,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,3.0,3.435,3.98,0.504,80.0,85.0,4,21.0,77.51345255470588,0
23395,215,64.65,205,21.13,13.36,0.94,0.0,0.0,0.0,16.0,1.88,10.0,187.0,253.0,44.0,3.35,0.038,0.002,19.0,0.0,0.049,0.184,6.286,0.344,0.543,3.0,0.0,3.0,3.0,1.63,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,4.0,5.685,6.455,0.671,61.0,85.0,4,21.0,74.16994781344144,0
23473,154,63.81,185,26.22,8.94,1.05,0.0,0.0,0.0,9.0,2.78,22.0,205.0,342.0,66.0,6.41,0.094,0.014,21.5,0.0,0.043,0.176,5.827,0.658,0.406,7.0,0.0,7.0,7.0,2.51,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,3.684,3.669,0.368,88.0,85.0,4,0.0,76.40980479015073,0
23474,155,65.29,175,25.56,8.01,1.08,0.06,0.0,0.0,11.0,2.82,24.0,220.0,371.0,72.0,6.4,0.089,0.012,20.9,0.0,0.043,0.177,6.175,0.642,0.386,7.0,0.0,7.0,7.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,3.286,3.273,0.328,84.0,85.0,4,0.0,76.2786765757005,0
23475,153,63.26,184,27.03,8.43,0.94,0.0,0.0,0.0,10.0,2.99,21.0,197.0,309.0,59.0,6.78,0.079,0.01,22.0,0.0,0.035,0.171,5.408,0.643,0.353,6.0,0.0,6.0,6.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,3.48,3.465,0.348,88.0,85.0,4,0.0,76.7620684725769,0
23476,152,60.82,201,28.88,9.51,1.32,0.0,0.0,0.0,12.0,3.17,28.0,258.0,449.0,86.0,6.97,0.103,0.013,21.6,0.0,0.042,0.191,7.096,0.807,0.428,8.0,0.0,8.0,8.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,3.897,3.881,0.389,89.0,85.0,4,0.0,77.25525527645462,0
23478,162,67.96,146,26.36,4.46,1.06,0.0,0.0,0.0,5.0,2.88,23.0,208.0,353.0,64.0,6.45,0.098,0.015,21.5,0.0,0.041,0.176,6.051,0.658,0.418,7.0,0.0,7.0,7.0,2.44,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.207,1.691,0.281,88.0,85.0,4,0.0,76.85375233180555,0
23479,163,68.68,137,26.03,3.65,1.09,0.0,0.0,0.0,7.0,2.89,24.0,224.0,382.0,69.0,6.5,0.093,0.012,21.2,0.0,0.043,0.177,6.374,0.65,0.396,7.0,0.0,7.0,7.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,1.797,1.377,0.229,84.0,85.0,4,0.0,76.84404566720964,0
23480,161,66.43,147,27.58,4.06,0.95,0.0,0.0,0.0,6.0,3.11,22.0,202.0,321.0,56.0,6.94,0.079,0.011,22.5,0.0,0.032,0.171,5.648,0.666,0.36,6.0,0.0,6.0,6.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.011,1.541,0.256,88.0,85.0,4,0.0,77.35038058949456,0
23481,160,64.55,167,29.46,5.46,1.36,0.0,0.0,0.0,7.0,3.29,29.0,267.0,470.0,84.0,7.15,0.108,0.013,21.6,0.0,0.041,0.191,7.485,0.807,0.428,7.0,0.0,7.0,7.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.686,2.058,0.342,89.0,85.0,4,0.0,77.78409201212096,0
23508,514,65.81,228,17.37,17.07,0.86,0.0,0.0,0.0,7.0,1.69,17.0,122.0,246.0,57.0,3.59,0.062,0.015,12.1,0.0,0.056,0.232,4.207,0.362,0.241,7.0,0.0,7.0,7.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.813,7.413,0.71,69.0,85.0,1,0.0,72.50710792575636,0
23509,100,66.27,159,25.9,5.42,1.36,0.0,0.0,0.0,8.0,2.93,23.0,227.0,293.0,71.0,7.83,0.118,0.083,25.3,0.0,0.111,0.23,3.635,0.433,0.322,8.0,0.0,8.0,8.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.828,2.608,0.384,63.0,85.0,6,4.0,76.82348518674739,0
23511,108,62.72,203,26.13,10.16,1.1,0.0,0.0,0.0,7.0,2.81,24.0,217.0,304.0,68.0,8.92,0.112,0.083,20.0,0.0,0.124,0.23,3.821,0.433,0.387,8.0,0.0,8.0,8.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.25,4.753,0.369,60.0,85.0,6,17.0,76.53881518687093,0
23514,87,64.32,172,26.82,6.34,1.2,0.0,0.0,0.0,7.0,3.2,22.0,222.0,385.0,74.0,6.39,0.1,0.083,30.0,0.0,0.09,0.252,3.529,0.433,0.278,10.0,0.0,10.0,10.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.037,3.27,0.287,67.0,85.0,5,10.0,77.08053531372822,0
23515,86,64.92,173,26.36,6.75,1.17,0.0,0.0,0.0,7.0,3.09,22.0,215.0,372.0,71.0,6.39,0.1,0.083,30.0,0.0,0.089,0.247,3.469,0.433,0.273,9.0,0.0,9.0,9.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.144,3.294,0.29,71.0,85.0,6,19.0,76.88807862751291,0
23516,391,64.62,175,28.6,5.82,1.23,0.0,0.0,0.0,12.0,2.94,26.0,249.0,372.0,68.0,8.19,0.105,0.013,32.0,0.0,0.09,0.225,5.542,0.79,0.678,7.0,0.0,7.0,7.0,3.43,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,2.43,2.98,0.36,82.0,85.0,6,8.0,77.58889981133774,0
23517,90,60.02,189,29.34,7.04,1.17,0.0,0.0,0.0,8.0,3.79,22.0,233.0,287.0,60.0,7.87,0.148,0.083,30.0,0.0,0.075,0.254,3.121,0.433,0.261,9.0,0.0,9.0,9.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,2.271,3.45,0.308,94.0,85.0,6,21.0,77.88512956632387,0
23519,42,65.57,161,25.73,5.72,1.5,0.0,0.0,0.0,8.0,3.02,23.0,234.0,293.0,73.0,7.83,0.121,0.0,25.2,0.0,0.11,0.229,3.612,0.0,0.32,8.0,0.0,8.0,8.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.721,2.721,0.401,65.0,85.0,6,5.0,76.78474677076917,0
23521,99,67.09,159,26.08,5.24,1.15,0.0,0.0,0.0,7.0,2.8,23.0,217.0,293.0,68.0,7.81,0.112,0.0,25.3,0.0,0.112,0.232,3.66,0.742,0.324,8.0,0.0,8.0,8.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.09,2.555,0.368,60.0,85.0,6,3.0,76.82825027663993,0
